ltable_id,rtable_id,label
5704614,2068931,0
12765238,17277437,0
4467189,543627,1
4083030,5985398,0
11928651,293425,0
11419402,2013090,0
4750338,11221699,0
15149737,11668321,0
2643276,17277437,0
3172055,16541240,0
949596,15506825,1
14584640,13302256,1
15995548,2049050,0
4081057,9665923,1
15405592,7167858,0
14844314,15561158,0
5943987,17212057,0
8504584,9030619,0
10028061,8031151,0
4543586,2558175,1
16052185,15606059,1
12132568,15362874,1
408658,12614988,1
15568933,2556860,0
10792692,10921507,0
12734851,12887752,0
16736442,15702626,0
16041484,14556148,0
15165864,17145597,0
6575483,17341458,1
1515968,15250771,0
11226929,16308744,0
12069212,9503835,0
10279661,13433701,0
11268840,1715336,0
9030619,15584255,1
14858827,14983750,0
758702,2878699,1
15882056,2956284,0
2900433,8602345,1
9099865,17293659,0
11751398,6092371,0
8024972,2466712,0
5466801,9797019,0
9500680,13019546,1
16235779,5193933,0
8765735,16557089,0
2625,10758350,0
15728216,12765238,1
7170807,8201930,1
12958537,16289934,0
2555761,5480006,0
17424720,12728930,0
14910141,11931213,1
4145720,7151181,0
6533958,5325110,0
11482981,17115268,0
7818287,16709043,1
4352502,13459819,0
8707752,14376651,0
2159262,22670,0
6098599,5732487,0
674055,5397648,0
15231185,14834936,1
2999298,6575483,0
14811315,15939779,1
16150456,4907487,0
13113432,2128045,0
3737605,11107799,1
4025697,816992,1
12799263,15939779,0
3118090,9986497,1
7778722,13502741,0
10993194,16422707,0
10996029,2399067,0
860589,17100990,0
2205351,10996029,0
1514375,5693699,1
17557299,4749029,0
6674952,2689804,1
1899750,15000628,0
6961641,9002894,0
17515599,9656620,0
420315,8244606,0
5687960,1969682,1
15281933,13165858,1
13800508,16241346,0
16865086,1274297,0
9423225,1921371,0
11599278,10130788,0
2068297,3331790,0
10285617,6030180,1
12294719,15641249,0
14354017,12086559,1
8972521,14155624,1
17247922,13263761,1
17065115,10786629,0
2347994,7122797,0
9129726,14798000,0
