offer_id,category,cluster_id,brand,title,description,price,specTableContent
1045971,Camera_and_Photo,699719,," ""Cámara Vigilance Full HD Outdoor PoE Mini Bullet""@es ""DCS-4703E Cámara Bullet | D-Link España""@es","""
              Una cámara de vigilancia CCTV digital profesional para exteriores con resolución Full HD. La cámara utiliza un sensor CMOS de escaneo progresivo de 3 megapíxeles y alta sensibilidad para captar vídeo de alta definición en un amplio rango de iluminación. El diseño con carcasa metálica hace que esta cámara sea ideal para una instalación de vigilancia de máxima seguridad.

				
					
					
						
							Descargar el datasheet.
						
					
				
              
				 
	                        Lista de puntos de venta
	                        
				      
              
            ""@es ",,
17149043,Camera_and_Photo,801459,," ""Cï¿½mera GoPro HERO4 Black""@pt-BR ""C�mera Original Direto dos EUA""@pt-BR",,,
4543254,Camera_and_Photo,11569,"""Transcend""@en-US"," ""Transcend 64GB SDXC Class 10 Flash Memory Card Up to 30MB/s (TS64GSDXC10)""@en-US ""Computer Accessories & Peripherals - Page 1330 | 5 Free Hosting""@en-US","""Featuring 64GB of storage space with the exFAT file system that supports files larger than 4GB, Transcendâ€™s Ultimate SDXC Class 10 cards are the ideal complement to todayâ€™s high-end SDXC-compatible DSLR cameras and HD camcorders. Thanks to its unprecedented amount of storage capacity, the SDXC cards enable extended HD video recording time as well as high-resolution digital photography.Fully Class 10 compliant, Transcend Ultimate SDXC cards boast read speeds up to 25 MB/s. This exceptional data transfer performance not only prevents lag when recording Full HD videos, but also enables high-speed consecutive shooting at fast-motion events. As more and more consumer electronic products are expected to support SDXC in the near future, widespread adoption of SDXC is just around the corner!""@en-US ",,
4352502,Camera_and_Photo,575246,"""Focus Camera""@en-US"," ""Canon EOS Rebel T5i with EF-S 18 135mm IS STM Lens and 32GB Deluxe Accessory Bundle""@en-US ""DSLR Camera Bundles | EISF""@en-US","""The new flagship of the spectacular Rebel Line, the EOS Rebel T5i, is here to renew your artistic side with amazing imaging features and full-featured functionality. The incredible image quality and performance starts with an 18.0 Megapixel CMOS (APS-C) sensor and Canon's superb DIGIC 5 Image Processor. Combined with an extensive ISO range of 100-12800 (expandable to 25600 in H mode), the EOS Rebel T5i boasts crisp, detailed images, even in low-light situations. A continuous shooting speed of up to 5.0 fps allows for fast action capture. 9 cross-type AF focus points help ensure crisp focus throughout the frame, and the Hybrid CMOS AF system enables speedy and accurate autofocus when shooting in Live View mode. In addition, the camera is compatible with Canon STM lenses 
 
 
Bundle Includes 
 â€¢ Canon EOS Rebel T5i with EF-S 18 135mm IS STM Kit 
 â€¢ Sony 32GB SDHC/SDXC Class 10 UHS-1 Memory Card 
 â€¢ Focus All In One High Speed USB 2.0 Card Reader 
 â€¢ Tiffen 67mm UV Protector 
 â€¢ Tiffen 67mm Circular Polarizer Polarizing Lens Filter 
 â€¢ Focus 5 Piece Digital Camera Accessory Kit 
 â€¢ Replacement LP-E8 Battery Pack for Canon Cameras 
 â€¢ Focus Mini HDMI Cable 6ft 
 â€¢ Stop Zoom Creep Lens Band for One Size Fits All Lens 
 â€¢ Focus Deluxe SLR Soft Shell Camera Gadget Bag 
 â€¢ Focus Lens Cleaning Pen 
 â€¢ Spider Tripod 10 Inch 
 â€¢ SLR/DSLR Pro Hang Grip""@en-US ",,
2995858,Camera_and_Photo,8013694,," ""Pelican 0945 Memory Card - case for memory cards"" "" Pelican cards 0940-015-110 CD/DVD/Hard Drive Storage Cases CDWG.com","""Stores 6 compact flash cardsInsert liner absorbs shock and protects memory cardsMade of tough polycarbonate resinWater resistant seal"" ","""$"", ""28.92""",
9708449,Camera_and_Photo,12785082,," ""Sony VF-SPR1 Spare Lens Protector for RX0""@en "" Consumer Video Cameras | Unique Photo ""@en","""
	Sony VF-SPR1 Spare Lens Protector
	For Sony RX0 ultra-compact camera
	Dust and scratch resistant
	Allan keys and screws included

""@en ",,
15829020,Camera_and_Photo,244429,," ""GoPro Wi-Fi Remote Accessory Kit""@en "" GoPro | Unique Photo ""@en","""
	- Mount your Wi-Fi Remote to your gear 
	- Wear your Wi-Fi Remote on your wrist or neck 
	- Compatible with: GoPro W-Fi Remote

""@en ",,
17100556,Camera_and_Photo,3832730,," "" Full HD Camcorder HDC-HS60K ""@en, ""@en ""Panasonic Product Support - HDC-HS60K""@en","""
Features

35.7mm Wide Lens & 35X Intelligent Zoom
Power OIS
Intelligent Auto with Face Recognition
Black

""@en ",,
5204801,Camera_and_Photo,174886,," ""Arlo Smart Home, Black UV-Resistant Silicone Skins Pack for Wireless CCTV HD Security Camera""@en Camera LN68579 - VMA1200B-10000S | SCAN UK""@en Home","""Arlo Smart Home, Black UV-Resistant Silicone Skins Pack for Wireless CCTV Security Camera by NETGEAR             ""@en ",,
11791807,Camera_and_Photo,661116,," ""Canon - EOS 80D DSLR Camera with 18-135mm IS USM Lens Black""@en-US","""Get great performance with the Canon EOS 80D lens kit. It combines a 24.2-megapixel sensor with an 18-135mm lens to get you closer to the action than ever before, and image stabilization reduces the effects of hand shake. Enjoy ultra-precise focusing and high-definition video for maximum versatility from this Canon EOS 80D lens kit.Memory card sold separately.""@en-US ",,
8399969,Camera_and_Photo,3238168,," ""Cï¿½mera GoPro HERO4 Silver""@pt-BR ""C�mera Original Direto dos EUA""@pt-BR",,,
9462904,Camera_and_Photo,522559,," ""Kamera IP Wi-Fi HD Cloud""@pl ""DCS-2132L Kamera Cloud | D-Link Polska""@pl","""
              Bezprzewodowa kamera IP HD (DCS-2132L) wyposażona jest w moduł łączności bezprzewodowej Wireless N oraz jest kompatybilna z usługami chmury mydlink™. To idealne rozwiązanie do domu lub biura, które wymagają całodobowego monitoringu.
				
					
					
						
							Pobierz kartę produktu.
						
					
				
              
				 
	                        Lista sklepów
	                        
				      
              
            ""@pl ",,
8815009,Camera_and_Photo,900419,," ""D-Link Home Panoramic HD Camera DCS-8200LH 1280 x 720Pixeles""@es mydlink - Black Friday 2017 ""@es DCS-933L Cámara IP N +Extender IR","""Null""@es ",,
4408061,Camera_and_Photo,25077,," ""NIKON AF-S NIKKOR 28-300 mm f/3.5-5.6G ED VR objectif photo""@fr ""objectif NIKON en stock au meilleur prix - Miss Numerique ""@fr","""
				


L'objectif photo NIKON AF-S NIKKOR 28-300 mm f/3.5-5.6G ED VR est un zoom au format FX ultra-performant doté d'une plage polyvalente allant du 
grand-angle au téléobjectif. 



Il bénéficie d'un zoom exceptionnel 10.7x 
et d'une large plage de focales 28-300 mm couvrant facilement les 
focales les plus utilisées. 


Le système de réduction de vibration (VR II) de 
deuxième génération de Nikon permet d'obtenir des résultats nets, même 
pour les prises de vue à main levée avec le téléobjectif. Idéal pour les
excursions, il offre une flexibilité maximale dans un kit minimal.


Points forts de l'objectif photo NIKON AF-S NIKKOR 28-300 mm f/3.5-5.6G ED VR :



	Zoom FX doté d'un facteur de zoom 10.7x
	
	Plage de focales polyvalente de 28-300 mm (équivalant au format DX : 42-450 mm)
	
	Excellentes performances optiques
	
	Système
	de réduction des vibrations deuxième génération (VR II) dans les modes 
	Normal et Activé. Possibilité d'utiliser des vitesses d'obturation 
	jusqu'à 4 fois plus lentes
	
	Deux lentilles en verre ED (à 
	dispersion ultra-faible) et trois lentilles asphériques garantissant une
	définition et un contraste supérieurs
	
	Moteur ondulatoire silencieux (SWM) pour un autofocus rapide et silencieux
	
	Système de verrouillage du zoom pour protéger l'objectif lorsqu'il n'est pas utilisé
	
	Monture résistante aux conditions météorologiques pour préserver l'objectif de la poussière et de l'eau
	

Caractéristiques de l'objectif NIKON AF-S NIKKOR 28-300 mm f/3.5-5.6G ED VR :

Garantie 1 an
Focale : 28-300 mm
Ouverture maximale : f/3.5-5.6
Ouverture minimale : f/22 (28 mm), f/38 (300 mm)
Construction : 19 lentilles en 14 groupes (avec deux lentilles en verre ED et trois lentilles asphériques)
Angle de champ : 75˚-8˚10 (53˚ - 5˚20 au format DX)
Distance minimale de mise au point : 0,5 m sur toute la plage de focales
Rapport de reproduction maximale : 0,32 x (en position téléobjectif)
Nombre de lamelles du diaphragme : 9 (circulaire)
Mise au point : Autofocus avec moteur SWM intégré et mise au point manuelle
Modes de mise au point : M/A et M.
Diamètre filtre : 77 mm.
Diamètre x longueur : Environ 83 x 114,5 mm
Poids : Environ 800 g
Pare soleil : HB-50 fourni
Étui souple : CL-1120 fourni
Bouchon avant et arrière LF-1 fournis 





 


				""@fr ",,
8773775,Camera_and_Photo,1780772,," ""Creative Live! Cam Connect HD""@es","""Webcam USB 720p""@es ",,
4107724,Computers_and_Accessories,380140,," ""LGT-C525 720p USB Webcam from Logitech""@en Logitech LN70431 - 960-001064 | SCAN UK""@en","""Logitech LGT-C525 Webcam, 720p, 1280x720 pixels, USB 2.0, Auto Focus, Black                      ""@en ",, Specifications Mega Pixel 8MP Video Resolution 1280x720 (WXGA) Video Frame Rate   Still Image Resolution 8 MP Built In Mic Yes Connectivity 1 x USB 2.0
14655752,Camera_and_Photo,767046,," ""Transcend SDHC 4GB Class 10 - Prijzen ""@NL Tweakers""@NL",,," Categorie Geheugenkaarten Merk Transcend Product Transcend SDHC 4GB Class 10 Uitvoering Transcend SDHC 4GB Class 10 EAN 0021112582246, 0041114106592, 0760557817222, 4052305253205, 5052217170224 SKU TS4GSDHC10 Tweakers ID 262585 Productprijs € 6,99 Pakketpost € 3,45 iDeal € 0,- Totaal € 10,44 Onjuiste prijs melden Productprijs € 9,90 Pakketpost € 2,50 iDeal € 0,- Totaal € 12,40 Onjuiste prijs melden Productprijs € 8,60 Pakketpost DPD € 3,95 iDeal € 0,- Totaal € 12,55 Onjuiste prijs melden Productprijs € 10,80 Pakketpost 0-30 kg € 2,50 iDeal (vanaf € 10,-) € 0,- Totaal € 13,30 Onjuiste prijs melden Productprijs € 8,49 Pakketpost (tot € 20,-) € 4,95 iDeal € 0,- Totaal € 13,44 Onjuiste prijs melden Productprijs € 11,50 Pakketpost (tot € 29,-) € 2,99 iDeal € 0,- Totaal € 14,49 Onjuiste prijs melden Productprijs € 10,36 Pakketpost tot € 99,- € 3,95 iDeal € 0,50 Totaal € 14,81 Onjuiste prijs melden Productprijs € 10,95 Pakketpost € 3,95 iDeal € 0,- Totaal € 14,90 Onjuiste prijs melden Productprijs € 9,90 Pakketpost Nederland (tot € 75,-) € 5,- iDeal € 0,- Totaal € 14,90 Onjuiste prijs melden Productprijs € 13,31 Pakketpost (tot € 29,95) € 1,99 iDeal € 0,- Totaal € 15,30 Onjuiste prijs melden Productprijs € 12,29 Opsturen Nederland tot 250 Euro € 3,95 iDEAL € 0,- Totaal € 16,24 Onjuiste prijs melden Productprijs € 12,80 Pakketpost (tot € 50,-) € 5,- iDEAL € 0,- Totaal € 17,80 Onjuiste prijs melden Productprijs € 11,- Pakketpost (tot € 50,-) € 6,95 iDEAL € 0,- Totaal € 17,95 Onjuiste prijs melden"
12365838,Camera_and_Photo,115701,," ""TARJETA MEMORIA SECURE DIGITAL SD HC""","""TARJETA MEMORIA SECURE DIGITAL SD HC 32GB TRANSCEND 10Mb/s"" ",,
4518834,Camera_and_Photo,4697656,"""Nilox"""," ""Nilox F60 Reloaded Full HD Wifi"" Wifi buy and offers on Goalinn""","""
		Product description Nilox F60 Reloaded Full HD Wifi 
		 
		
			Automatic translation
			Original description available here
		
		
		
			Show your point of view with the new F-60 Reloaded; smaller, lighter; screen and remote control included. Equipped with a new powerful image sensor: record your emotions in 1080p/60 frames per second and share your videos and photos via Wi-Fi in real time through your smartphone or tablet. Take your Nilox everywhere! GENERAL:- Typology: action cam- Main memory system: MICRO SD- Photo mode: SiSENSOR: - Typology: CMOS- Technology: Generic sensor- Number of sensors: 1- Dimensions: 1/3- Total resolution: 2,07 Mpixel- Actual video resolution: 2,07 Mpixel- Actual photo resolution: 16 Mpixel- Image processor: Generic standard- Filter: FoxlensMONITOR: - Typology: TFT- Resolution: 115.200 Pixel- Format: 16:9- Dimensions: 2VIEWFINDER:- Typology: Viewfinder not available- Format: Viewfinder not available- Resolution: 8.000 Pixel- Dimensions: 0LENS: - Typology: Generic lens- Optical zoom: 0 x- Digital zoom: 4 x- Real focus lenght (4:3) Min: 2,5 mm.- Real focus lenght (4:3) Max: 2,5 mm.- Actual focus lenght (4:3) Min: 2,5 mm.- Actual focus lenght (4:3) Max: 2,5 mm.- Real focus lenght (16:9) Min: 2,5- Actual focus lenght (16:9) Max: 2,5- Actual focus lenght (16:9) Min: 2,5- Actual focus lenght (16:9) Max: 2,5- Min. lens aperture: 2,8 f.- Max. lens aperture: 2,8 F- filter diameter: 10 mmRECORDING:- Video format 16: 9Si- Video format 4:3: No- Video format 3:2: No- Photo registering format: JPEG- Registering format MPEG2: No- Registering format MPEG4: No- Registering format HDV: Si- Registering format AVC: Si- Registering format AVCHD: Si- Registering format MOV: Si- Other video formats: RELOADED can be set in Full-Hd (60 & 30 fps) and Hd ready (60 e 30 fps)- Registering LP: No- Audio memory system: Not present- Standard NTSC: Si- Standard PAL: Si- Standard SECAM: NoSTABILIZER:- Mode: AuthomaticLIGHTING: - Night Mode: No- Minimal Lighting: 0 Lux- Video Light: Si- Flash: NoFOCUSING: - Type: Fixed Focus- Manual Focus: No- Faces detection: Si- Macro Function: No- Miniamal focus distance: 0,25 cm.EXPOSURE: - Sports AE mode: Si- Beach/Snow AE mode: No- Night AE mode: No- AE Modes Other: None- Backlight balance: NoWHITE BALANCE: - Type: Integrated photodiodo- Presets: authomatic, rising sun, clouds, fluorescent lighting, artificial lightingSHUTTER: - Min speed : 1/15 Sec- Max speed : 1/30 SecMICROPHONE: - Technology: Generic- Number of channels: 2MEMORY: - Main support: micro sd- Secondary Support: Micro SD- Internal memorys dimension: 0 Gb- HDD memorys dimension: 0 GbIMAGE SETTING:- Image adjustment functions: None- Image effects: None- Different Types Of Fades: None- Noise reduction: NoRESOLUTION: - Photos image width: 2.448 Pixel- Photos image height: 3.264 PixelCONNECTIONSL:- Chassis Hot Shoe for accessories: No- HDMI: 1- Input component: No- Input composite video: No- Input DV: No- Input microphone: No- Input of power supplay: Si- Input s-video: No- Output component: No- Output DV: No- Output Headphones: 0- Output S-Video: No- Output Videocomposite: No- USB connection: SiSYSTEM:- System requirementsSoftware: Microsoft Windows XP/Vista/7/8/10- Hardware: Intel/AMD Dual-Core CPU or lower 1GB Ram, 2GB of free memory on the Hard Disk, USB 2.0/3.0FURTHER CHARACTERISTICS:- Demo Mode: No- Editing function: No- multilingual menu: Italian, English, French, German, Portuguese, Spanish, Greek- PictBridge suppport: No- Standard Tripod Grip: SiPOWER SUPPLY:- Battery: Lithium-ions- Maximum Battery Life in Normal Conditions: 170 min.IN THE BOX:- Rechargable battery: Si- Complementary rechargable battery: No- Power supply: No- USB cable: Si- DV cable: No- HDMI cable: No- Audio/video connect cable: No- Lens cover: No- Remote control: Si- Instruction manual: Si- Kit products: None- Other included accessories: Waterproof case (up to 45 mt), Remote control, adhesive holder for flat surfaces and adhesive holder for curved surfaces, mounting kit .SIZE:- Width: 59 mm.- Height: 44 mm.- Depth: 24 mm.- Weight: 50,2 g.
			If what you need is Nilox F60 Reloaded Full HD Wifi, it is right here and for the best price. goalinn has this and other  products that you are looking for with the best quality. Do not let this opportunity pass and equip yourself to practice your favorite sport in the best possible conditions. With our variety of Action cameras supports, you can find everything you need at one place.
			
				
					
				
				
				 
				
					Click on the following link to get more information about:
					Specifications
				
			
			
				
					
				
				
					Click on the following link to get more information about:
					Manual
				
			
			
				
					Size chart
				
			
		
	"" ",,
748899,Camera_and_Photo,1601219,," ""Full HD WDR Varifocal Day & Night Outdoor Smoked Dome Network Camera""@it ""DCS-6314BS Full Camera | D-Link Italia""@it","""
              The DCS-6314BS Full HD WDR Varifocal Day & Night Outdoor Smoked Dome Network Camera is a high definition professional surveillance and security solution suitable for small, medium, and large enterprises. The camera uses a high-sensitivity 2 megapixel progressive scan CMOS sensor with onboard WDR image enhancement to deliver truly superior quality video in all conditions. Furthermore, the smoked dome offers an additional degree of surveillance by hiding the direction where the lens is actually pointing without affecting picture quality. The all-in-one rugged design makes this camera extremely reliable and ideal for deployment in surveillance applications without the need for additional accessories.
				
					
					
						
							Download the datasheet.
						
					
				
              
				 
	                        Elenco negozi
	                        
				      
              
            ""@it ",,
2068931,Camera_and_Photo,1730458,," ""Cámara Reflex SONY ILCE6000LS""","""El último sensor CMOS Exmor® APS HD de 24,3 MP de Sony; avanzado sistema de enfoque automático híbrido rápido; Tru-Finder™ SVGA. Incluida lente de zoom potente de 16-50 mm."" ",,
15939779,Camera_and_Photo,571588,," ""Used Canon BG-E14 Battery Grip for EOS 70D A - Excellent""@en "" Used Camera Accessories | Unique Photo ""@en","""
	Canon BG-E14 battery grip
	For Canon EOS 70D cameras
	Improves shooting in vertical orientation
	Provides versatile control
	Holds two LP-E6 batteries
	Also works with 6 AA batteries
	Accepts ACK-E6 AC adapter kit
	Extends shooting time
	Color: Black

""@en ",,
4653709,Camera_and_Photo,190717,," ""Sawyer Dress""@en","""
The Sawyer is the best dress of the West. Made with vintage appeal from rayon with a border print and finished with a scoop neck, elasticized waist and 3/4 sleeves.
""@en ",,
16411198,Camera_and_Photo,1538430,," ""Canon XF100 HD Professional PAL Camcorder""@en Camcorder - Fumfie.com""@en",,,
1666864,Camera_and_Photo,268943,," ""Manfrotto 501PLONG Long Quick Release Plate"" ""Manfrotto%20501pl on Markertek - America's Broadcast Supply House""","""<b>Manfrotto</b> 501PLONG Long Quick Release Plate"" ",,
12930506,Camera_and_Photo,627813,"""Panasonic""@en-US"," ""PANASONIC LUMIX G VARIO LENS, 7-14MM, F4.0 ASPH., MIRRORLESS MICRO FOUR THIRDS, H-F007014 (USA BLACK)""@en-US ""Camcorder Lenses - Page 3 | Come As You Arts""@en-US","""Panasonic DSL MICRO CAMERAS/7-14MM F4.0 H-F007014 Lenses & Filters""@en-US ",,
16370223,Camera_and_Photo,30948,," ""NEC Ultra Short Throw NP17LP-UM - lamp"" "" NEC lamp Projector Replacement Lamps CDWG.com",,"""$"", ""95.75""",
13754486,Camera_and_Photo,7599153,"""Lezyne"""," ""Lezyne 3 - Way With 4 / 5 6 mm CRV Hex Bits"" Bits comprar e ofertas na Bikeinn""","""
		Description Lezyne 3 - Way - With 4 / 5 / 6 mm CRV Hex Bits 
		 
		
			Tradução gerada automaticamente
			Ver descrição original em Inglês
		
		
		
			Pesados, loja de qualidade chave de três vias. Duas peças Serviceable Corpo permite a fácil substituição / troca de bits. Clássico, fácil de usar forma compacta. Durável, usinado CNC corpo de aço endurecido. Pesados, desenhado e forjou CRV + pedaços de aço anti corrosão. Bits da ferramenta de substituição incluído em cada chave. Não todos os bits não são intercambiáveis ​​entre os corpos.Especificações:Peso: 368g
			Descubra a gama completa de produtos  da Lezyne, disponíveis em stock e ao melhor preço. Na bikeinn, a sua loja online de , poderá comprar o nosso produto Lezyne 3 - Way - With 4 / 5 / 6 mm CRV Hex Bits online, a partir do conforto da sua casa, com toda a garantia de receção dentro de 24-48h.
			
				
					
				
				
				 
				
					Clique no link seguinte para obter mais informações sobre:
					Especificações 
				
			
			
				
					
				
				
					Clique no link seguinte para obter mais informações sobre:
					Manual
				
			
			
				
					Guia de tamanhos
				
			
		
	"" ",,
6505446,Camera_and_Photo,13739029,," ""GoPro The Tool ATSWR-301 (Thumb Screw Wrench)""@en Wrench) LN79487 | SCAN UK""@en","""GoPro The Tool (Thumb Screw Wrench), HERO4, HERO3/HERO3+, HERO/HERO+, HERO2, Original HD HERO ""@en ",,
12515370,Camera_and_Photo,813938,"""SanDisk"""," ""SanDisk SDCFXP-064G-X46 CRY 64GB CompactFlash Card Extreme Pro 90MB/s 600X Retail"""," ""SDCFXP-064G-X46 CRY 64GB CompactFlash Card Extreme Pro 90MB/s 600X Retail""","""99.99"", ""USD""",
4081057,Camera_and_Photo,6312444,," ""Sony 128Gb UHS-I Class10 40MB/s SF128U - Alternatieven ""@NL Tweakers""@NL",,, Categorie Geheugenkaarten Merk Sony Product Sony 128Gb UHS-I Class10 40MB/s SF128U Uitvoering Sony 128Gb UHS-I Class10 40MB/s SF128U EAN 4905524985290 SKU SFG1U Tweakers ID 463997
8366659,Camera_and_Photo,660483,"""Canon""@en"," ""EOS Rebel T7i EF-S 18-55 IS STM Kit""@en Kit | Canon Online Store""@en","""EOS Digital SLR""@en ",," Shooting Mode ISO Settings No Flash Flash (built-in)*2 Flash (external)*2 Scene Intelligent Auto, Creative Auto ISO 1006400 ISO 4003200 ISO 4001600 Flash Off ISO 1006400   Portrait, Close-up ISO 1006400 ISO 4001600 ISO 4001600 Landscape ISO 1006400  ISO 4001600 Sports ISO 1006400  ISO 4001600 SCN Group Photo ISO 1006400 ISO 4003200 ISO 4001600 Kids, Food, Night Portrait ISO 1006400 ISO 4001600 ISO 4001600 Candlelight, HDR Backlight Control ISO 1006400  AF-assist beam only Handheld Night Scene ISO 10012800 ISO 4006400 ISO 4006400 Creative Filters Grainy B/W, Soft Focus, Fish-eye Effect, Water Painting Effect, Toy Camera Effect, Miniature Effect ISO 1006400 ISO 4003200 ISO 4001600 HDR Art Standard, HDR Art Vivid, HDR Art Bold, HDR Art Embossed ISO 1006400  AF-assist beam only P, Tv, Av, M ISO 10025600*1 ISO 4001600*1 ISO 4001600*1 With bulb exposures ISO 400 ISO 400 ISO 400 Image-recording Quality Image File Size (approx. MB) Possible Shots (approx.) Maximum Burst (approx.) Standard High-speed (UHS-I) Large (Fine) 7.6 950 190 Full Large (Normal) 3.9 1840 Full Full Medium (Fine) 4.1 1790 Full Full Medium (Normal) 2.0 3480 Full Full Small 1 (Fine) 2.6 2730 Full Full Small 1 (Normal) 1.3 5260 Full Full Small 2 1.8 3810 Full Full RAW 29.4 210 21 27 RAW+Large (Fine) 29.4+7.6 170 19 23 NTSC 1920 x 1080 59.954 fps IPB (Standard) 29.97 fps IPB (Standard) IPB (Light) 23.98 fps IPB (Standard) 1280 x 720 59.94 fps IPB (Standard) 29.97 fps IPB (Light) 640 x 480 29.97 fps IPB (Standard) 29.97 fps IPB (Light) Mode Shooting Method Battery Temperature Shooting Condition AE 100% AE 50% / FA 50% Camera body only Viewfinder shooting LP-E17 At 73°F/23°C Approx. 820 Approx. 600 At 32°F/0°C Approx. 770 Approx. 550 Live View shooting LP-E17 At 73°F/23°C Approx. 310 Approx. 270 At 32°F/0°C Approx. 270 Approx. 230"
16996556,Camera_and_Photo,964560,," ""Canon Eg-S Focusing Screen (Precision Matte)""@en "" Miscellaneous Accessories | Unique Photo ""@en","""- An Interchangeable Point of Focus focusing screen for the Canon EOS 5D Mark II Digital SLR""@en ",,
16052185,Camera_and_Photo,14013722,," ""Bateria Leica GEB111""@es Batteria GEB211 Bateria GEB221 Estacion Total TPS 1000 GEB77 1 ""@es para GEB111 Recargable Ni-MH Para 400 GEB70 y 2000 GEB187","""Bateria Leica GEB111
Para: TPS100, 300, 400, 700 & 800 Series Total Stations""@es ",,
13501835,Camera_and_Photo,56901,"""Canon"""," ""Canon Remote Switch RS60 E3"" ""Remote Controls | All Tech Toys""","""The RS-60E3 Remote Switch as remote switch convenience to your SLR camera. The remote switch is simple to plug in and replicates all shutter release button functions. The RS-60E3 is compatible with the Canon Rebel, Rebel EOS and some Canon EOS cameras. The Canon RS60 E3 replicates the functions of the shutter release button. The remote switch, on a 2-foot cable, is quite compact, and is compatible with the Canon EOS Rebel 2000, EOS Rebel X/XS, EOS Rebel G, EOS Elan II, EOS Elan IIe, and EOS IX."" ",,
15103035,Camera_and_Photo,59583,," ""Accu-Tech MVH500A Fluid Drag Video Head with MVT502AM Tripod and Carry Bag""@en ""Buy Accu-Tech at Connection Public Sector Solutions""@en",,,
8569714,Camera_and_Photo,14225369,"""Canon""@en, ""Null""@en"," ""Canon PowerShot A2300 (Black)""@en Specs - CNET""@en",,,
3118090,Camera_and_Photo,63705,," ""Canon Digital 7D Body Only""@en-US Only | Infocus Camera & Imaging""@en-US","""
					What's included

EOS 7D Digital SLR Body
Eyecup Eg (Not Shown)
Wide Neck Strap EW-EOS7D
Stereo AV Cable AVC-DC400ST
USB Interface Cable IFC-200U
Battery Pack LP-E6
Battery Charger LC-E6
EOS Digital Solution Disc
Software Instruction Manual (not shown)

				""@en-US ",,
13910296,Camera_and_Photo,7899107,," ""Panasonic Lumix DMC-FZ200 Digital Camera (FZ200)""@en (FZ200) - Fumfie.com""@en",,,
7993395,Camera_and_Photo,736018,," ""Canon ZSG-C10 Zoom Grip for COMPACT-SERVO Lens"" "" Canon Lens",,,
12696818,Camera_and_Photo,220397,"""Hynix/3rd"""," ""Hynix/3rd SM8G24F14-70-HP4N ABT 8MB 72p 70ns 24c 1x4 Parity FPM SIMM C2066A"""," ""SM8G24F14-70-HP4N ABT 8MB 72p 70ns 24c 1x4 Parity FPM SIMM C2066A""","""9.98"", ""USD""",
10351119,Camera_and_Photo,6723451,," "" Trépied vidéo MANFROTTO aluminium simple branche en carbone MVH500AH755CX3 >","""
                                    
                                        Tête MVH500-Charge admissible: 5Kg
                                        Livré avec pied 755CX3 et sac de transport
                                    
                                    
                                         
				
                                            
                                            RAYON :
                                         
                                            
                                            
                                                Image
                                            
                                            
                                            
                                        
			
                                        
				
                                            
                                            FAMILLE :
                                            
                                            
                                            
                                                Pieds / supports d'épaule
                                            
                                                                        
                                            
                                        
			
                                        
				
                                            
                                             SOUS-FAMILLE :
                                        
                                            
                                            
                                                Trépieds
                                            
                                            
                                        
			
                                        
				
                                            
                                            COLLECTION :
                                       
                                            
                                                                                          
                                                Vidéo                                             
                                            
                                            
                                        
			
                                        
				
                                   
                                            
                        MARQUE :


                                                
                                                
                                            
                                        
			
                                        
				
                                            
                                             SITE :
                                           
                                              
                                                
                                            
                                                
                                            
                                        
			
                                        
                                         POIDS (net) :
                                     
                                        
                                            3,000 Kg
                                        
                                        
				
                                            
                                            PAGE DU CATALOGUE :
                                        
                                            
                                                947
                                                 
                                             
                                        
			
                                     
                                     
                                      
                                        
                                     
                                 
                                  
                               
                                "" ",," Total HT Brut 0,00 € Remise web la-bs.com (1,5%) 0,00 € Total HT * 0,00 € Total TVA 0,00 € Total TTC * 0,00 €"
13421872,Camera_and_Photo,10740042,," ""Outdoor Full HD Vandal-Resistant Mini Fixed Smoked Dome Network Camera""@hr ""DCS-6210BS Outdoor Camera | D-Link""@hr","""
              This high resolution outdoor fixed dome camera is super tough, vandal resistant, and weatherproof. Equipped with a high resolution megapixel sensor to provide Full HD images to 1080p and high quality detailed video and also comes with SD card slot for event recording and storage. The tough, rugged, IP-68 housing lets this high resolution dome camera withstand the harshest environments.
				
					
					
						
							Download the datasheet.
						
					
				
              
				 
	                        List Retailers
	                        
				      
              
            ""@hr ",,
12108544,Camera_and_Photo,624569,," ""Ubiquiti Networks UVC-G3-DOME IP Interior y exterior Bullet ""@es ""D-Link Home Panoramic HD Camera DCS-8200LH 1280 x 720Pixeles - Blac...","""Null""@es ",,
3487632,Camera_and_Photo,263241,," ""Fujifilm Instax Mini 8 + 10 mini color film Geel - Prijzen ""@NL Tweakers""@NL",,," Categorie Compactcamera's Merk Fujifilm Productserie Instax Product Fujifilm Instax Mini 8 Uitvoering + 10 mini color film Geel EAN 4260010852228 SKU 16273441, P10GLB3080A Tweakers ID 693591 Productprijs € 79,- Pakketpost € 0,- iDeal € 0,- Totaal € 79,- Onjuiste prijs melden"
16717086,Camera_and_Photo,10318306,," "" SD Card Standard Definition Camcorder ""@en, SDR-SW21S ""@en ""Panasonic Product Support - SDR-SW21S""@en","""
Features
Records via SD Card (32GB)
Waterproof, Shock and Dust Proof
10X Zoom with Image Stabilization
YouTube™ Uploader
""@en ",,
5325110,Camera_and_Photo,557110,," ""Canon WD-H58""@en "" Canon WD-H58 Wide-angle camcorder lens at Crutchfield.com ""@en","""Wide-angle camcorder lens""@en ",,
