id,category,cluster_id,brand,title,description,price,specTableContent
17557467,Jewelry,12350136,," ""Hamilton Regulator H42615553"" ""Regulator""","""<p> Metals in Time Fine Jewelers is known for having an exquisite collection of sophisticated luxury timepieces, from the finest watch brands. We offer only supreme quality timepieces and we provide excellent service to go along with it. There is nothing quite as fine as owning a finely crafted watch. It makes a sophisticated statement and is as fashionable as it is practical. We know that watches come with a variety of features and functions and our highly trained staff will help you navigate through our inventory to find the perfect timepiece to suit your needs. </p>
<p> This H42615553 Hamilton watch is from the attractive Regulator collection. Hamilton fine timepieces are both useful and stylish. This H42615553 Leather Gents Hamilton timepiece includes a resilient Scratch resistant sapphire crystal for worry-free wear. Whether you are searching  for a stylish or comfortable  watch, we have just what you want. Shop with confidence knowing Metals in Time is an authorized Hamilton dealer. </p>"" ",,
6038265,Jewelry,7543534,," ""Signature Deco Gold Diamond, Diamond Dial Watch"" ""Deco""",,,
6685115,Jewelry,978026,," "" DANİEL WELLİNGTON DW00100143 Kol Saati ""@tr ""Daniel Wellington En Ucuz Fiyat""@tr","""Daniel Wellington DW00100143  Kol Saati ürünü özelliği ve fiyatı ile hizlisaat.com'da! Daniel Wellington marka ürünler sizlerle.""@tr ",, Taksit Aylık Toplam 2 197.86 TL 395.72 TL 3 132.16 TL 396.49 TL 4 99.6 TL 398.42 TL 5 80.07 TL 400.34 TL 6 67.04 TL 402.27 TL 7 57.74 TL 404.19 TL 8 51.01 TL 408.04 TL 9 45.77 TL 411.89 TL Taksit Aylık Toplam 2 197.86 TL 395.72 TL 3 132.16 TL 396.49 TL 4 99.6 TL 398.42 TL 5 80.07 TL 400.34 TL 6 67.04 TL 402.27 TL 7 57.74 TL 404.19 TL 8 51.01 TL 408.04 TL 9 45.77 TL 411.89 TL Taksit Aylık Toplam 2 197.86 TL 395.72 TL 3 132.16 TL 396.49 TL 4 99.6 TL 398.42 TL 5 80.07 TL 400.34 TL 6 67.04 TL 402.27 TL 7 57.74 TL 404.19 TL 8 51.01 TL 408.04 TL 9 45.77 TL 411.89 TL Taksit Aylık Toplam 2 197.86 TL 395.72 TL 3 132.16 TL 396.49 TL 4 99.6 TL 398.42 TL 5 80.07 TL 400.34 TL 6 67.04 TL 402.27 TL 7 57.74 TL 404.19 TL 8 51.01 TL 408.04 TL 9 45.77 TL 411.89 TL Taksit Aylık Toplam 2 197.86 TL 395.72 TL 3 132.16 TL 396.49 TL 4 99.6 TL 398.42 TL 5 80.07 TL 400.34 TL 6 67.04 TL 402.27 TL 7 57.74 TL 404.19 TL 8 51.01 TL 408.04 TL 9 45.77 TL 411.89 TL Taksit Aylık Toplam 2 197.86 TL 395.72 TL 3 132.16 TL 396.49 TL 4 99.6 TL 398.42 TL 5 80.07 TL 400.34 TL 6 67.04 TL 402.27 TL 7 57.74 TL 404.19 TL 8 51.01 TL 408.04 TL 9 45.77 TL 411.89 TL
12920893,Jewelry,163505,," "" Daniel Wellington Men's Dapper 38mm York Watch""@en ""Men's Watch (DW00100089) - WATCH SHOP.com™""@en","""This handsome gents Daniel Wellington Dapper 38mm York watch is made from stainless steel and is fitted with a quartz movement. It is fitted with a brown leather  strap and has a white dial.  The watch also has a date function. ""@en ",,
4061362,Jewelry,129018,," ""Daniel Wellington Dapper Durham silver""@en-GB silver 10:35 Watch boutique""@en-GB",,, More Information Price €179.00 EAN 7350068244124 Brand Daniel Wellington Dial type Analogue Dial color White Gender Unisex Case material Stainless steel Case shape Round Case diameter 38 mm Case thickness 6 mm Case color Silver Glass material Mineral glass Band material Leather Band color Brown Band thickness 19 mm Warranty 2 years Water resistance 3 ATM
9905943,Jewelry,13653743,," ""Carl F Bucherer AutoDate Watch 00.10915.08.13.21"" ""Shop Carl 00.10915.08.13.21 | Moyer Fine Jewelers""","""Null"" ",,
6987887,Jewelry,1005006,," ""Herren Daniel Wellington Glasgow Silber 40mm Uhr DW00100018""@de",,,
4721504,Jewelry,6306069,," "" Hamilton Ladies' Jazzmaster Lady 30mm Watch""@en ""Ladies' Watch (H42211155) - WATCH SHOP.com™""@en","""This ladies Hamilton Jazzmaster Lady 30mm watch is made from stainless steel and is powered by a quartz movement. It is fastened with a silver metal  bracelet and has a silver dial.  The watch also has a date function. ""@en ",,
1183924,Jewelry,209584,"""Skagen""@en"," ""Men´s Watch Hagen""@en ""Skagen Men´s Hagen SKW6216 nur € 189.00""@en",,,
10322709,Jewelry,3102712,," ""Michele Deco Mid Watch MWW06V000003"" ""Shop Michele MW06V00A0029_MS16DM235009 Watches | Costello Jewelry Company""","""<p> At Costello Jewelry Company in Naperville, IL we offer a large selection of luxury watches.We are happy to be a Michele retailer. As an authorized retailer, you can feel confident that every Michele watch we carry is 100% authentic and backed by a generous warranty.  Michele watches are crafted for precision and they are purchased for their attention to detail. This MWW06V000003 Gold plated stainless steel Ladies Michele watch features a Scratch resistant sapphire crystal for worry-free wear. Whether you are looking for a watch that is stylish and sophisticated or casual and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
12910038,Jewelry,13088742,," ""Cartier Santos-Dumont Watch WH100351"" ""Shop Cartier W2009251 Watches | Northeastern Fine Jewelry""","""<p>This well crafted timepiece, model number WH100351 from Cartier gives beauty and high tech function for your everyday look. This Ladies timepiece expresses a flawless and sophisticated character. </p>

<p> 
This is the timepiece of reliable functionality and distinct style. A white dial provides an elegant contrast to the bold and captivating numbers. Its quartz (battery) movement is as intricately crafted as the exterior. Its complications greatly increase your watch’s functionality. The digits on this timepiece are in roman numeral style, adding to this piece’s luxurious feel. The case is finely created out of 18k pink gold, both attention grabbing and is crafted to last. The watch’s alligator band fits snugly and fashionably over your wrist. This watch's bezel features eye-catching 18k pink gold that speaks volumes. This bezel is one that will not be forgotten and will always be found on your wrist. It encloses the scratch resistant sapphire crystal of the watch. It has a 100 ft (30 meter) water resistance. The true showstopper of this piece is the diamonds that are located in the bezel, case of this watch. </p>

<p>Northeastern Fine Jewelry has sleek, elegant, and luxurious watches for any price level. For more information, call 1-855-795-NEFJ or email at info@nefj.com.</p>"" ",,
4982976,Jewelry,510690,," "" Ladies Raymond Weil Jasmine Watch 5229-STS-01659 ""Raymond Watches""",,,
3062867,Jewelry,973439,," "" Nixon Ladies' The Facet 38 Watch""@en ""Ladies' Watch (A409-1920) - WATCH SHOP.com™""@en","""This ladies Nixon The Facet 38 watch has a stainless steel case and is fitted with a quartz movement. It fastens a silver metal  bracelet and has a white dial. ""@en ",,
14720109,Jewelry,12256792,," ""Raymond Weil Toccata Watch 5388-PC5-65001"" ""Shop Raymond 5388-ST-50081 Watches | Costello Jewelry Company""","""<p> At Naperville’s most popular jewelry destination we offer a comprehensive selection of luxury timepieces.We are delighted to be a Raymond Weil retailer. As an authorized retailer, you can be sure that every Raymond Weil watch we carry is 100% authentic and backed by a generous warranty.  Raymond Weil watches are crafted for reliability and they are known for their attention to detail. This 5388-PC5-65001 Satin Ladies Raymond Weil watch includes a Scratch resistant sapphire crystal for worry-free wear. Whether you are looking for a watch that is stylish and sophisticated or comfortable and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
6884613,Jewelry,701376,"""Casio""@de"," ""Collection Herrenuhr""@de 90 €""@de ""Casio Collection Herrenuhr A168WEGC-5EF nur 64","""
					Artikel-Nr.: 4217 A168WEGC-5EF
					
					Elegant-moderne Digitaluhr der Marke Casio
					

					Das Gehäuse ist aus hochwertigem, massiven Resin hergestellt und hat eine goldfarbene Beschichtung.
					

					Illuminator: Damit man auch in dunkler Umgebung alles im Blick hat, erstrahlt die Hintergrundbeleuchtung auf Knopfdruck.
					

					Tagesalarm: An täglich wiederkehrende Ereignisse erinnert der Tagesalarm, bei dem ein akustisches Signal zum eingestellten Zeitpunkt ertönt.
					

					Automatischer Kalender: Einmal eingestellt zeigt der automatische Kalender immer das richtige Datum an.
					

					12-/24-Stunden-Format: Die Zeitanzeige ist wahlweise einstellbar auf 12- oder 24-Stunden-Format. Im 12-Stunden-Modus steht ein p in der Anzeige für die zweite Tageshälfte, also 12 Uhr mittags bis 23.59 Uhr.
					

					Lebensdauer der Batterie 7 Jahre: Ca. 7 Jahre lang versorgt die Batterie die Uhr mit der nötigen Energie.
					

					Stoppfunktion (1/100 - 1 Std.): Abgelaufene Zeit, Zwischenzeit und Endzeit werden mit einer Genauigkeit von Hundertstelsekunden gemessen. Die Messkapazität der Uhr reicht bis zu einer Stunde.
					

					Verstellbarer Verschluss: Für optimalen Tragekomfort kann der Verschluss ganz einfach und individuell angepasst werden.
					

					Das Gehäuse hat eine Breite von ca. 36.3 mm und eine Höhe von ca. 9.6 mm.
					

					Das Gesamtgewicht der Uhr beträgt ca. 50 Gramm.
					

					Ein flaches Gliederarmband aus Edelstahl gewährt einen angenehmen Tragekomfort.
					

					Das Band wird mit einem Klipp-Verschluss verschlossen.
					

					100 Tage Niedrigpreisgarantie, bei uhrzeit.org kaufen Sie ohne Preisrisiko!
					

					Für unsere Waren bestehen die gesetzlichen Gewährleistungsrechte
						
				""@de ",,
6158772,Jewelry,11705984,," ""Alpina Startimer Pilot Automatic Watch AL-725GR4S6"" ""Shop Alpina AL-725GR4S6 | Moyer Fine Jewelers""","""Null"" ",,
16768269,Jewelry,238848,"""Seiko""@de"," ""Seiko Automatik SKX007 / SKX007K2 Scuba Diver's Taucheruhr""@de","""
							

							
									Seiko Scuba Divers Automatik Herrenuhr	Seiko Modell SKX007K2	Kollektion: Seiko Divers watch	Scuba Diver´s Automatik	Präzises Automatik Uhrwerk 7S26 mit 21 Lagersteinen	Gangreserve bis zu 40 Stunden	Anzeige: Stunden, Minuten Sekunden, Datumsanzeige und Wochentaganzeige in Deutsch und Englisch	Datumsanzeige in Deutsch / Englisch	Band: massives Jubilee Edelstahlband	Schliesse: Edelstahl Faltschliesse mit Sicherheitsbügel	Gehäuse: poliertes Edelstahlgehäuse	Gehäusedurchmesser (ohne Krone) 42 mm	Gehäusehöhe 13 mm	Krone: verschraubte, geriffelte  Edelstahl Krone mit Kronenschutznocken	Uhrglas: Hardlex Crystal (gehärtetes Mineralglas)	Zifferblattfarbe: schwarz	Zifferblatt Details : Indexe und Zeiger sind mit lang nachleuchtender Lumibrite Leuchtmasse beschichtet	wasserdicht geprüft bis 20 bar	Uhrengewicht: ca. 200 Gramm	Besonderheit: linksdrehbare, präzise rastende Lünette	Seiko Uhr wird incl. Bedienungsanleitung geliefert	Lieferung in original Seiko Uhrbox incl. ausgefüllter Garantiekarte und unserem Händlerstempel als autorisierter Seiko Händler
								
							
							
								
							 
							
							
							""@de ",,
15549747,Jewelry,14033712,," ""Cartier Tank Française Watch W51008Q3"" ""Shop Cartier WE110007 Watches | Northeastern Fine Jewelry""","""<p>This exquisite watch, model number W51008Q3 from Cartier offers luxury and top notch functionality for watch lovers. This Ladies timepiece combines performance and unmatched craftsmanship. </p>

<p> 
This is the watch of insurmountable functionality and distinct style. A silver dial was decorated to the highest standards in watchmaking. Its quartz (battery) movement offers excellence in technical innovation. Its complications greatly increase your watch’s functionality. The numbers on this timepiece are in roman numeral style, seamlessly fitting right in with the entire piece. The case is artfully created out of stainless steel, both attention grabbing and structurally stable. The watch’s stainless steel band is smooth and made out of the highest quality materials. This bezel is one for the ages and will always be by your side. It goes around the scratch resistant sapphire crystal of the watch. It has a 100 ft (30 meter) water resistance. </p>

<p>Northeastern Fine Jewelry has everything from simple timepieces to ones you’ll want to keep in the family forever. For more information, call 1-855-795-NEFJ or email at info@nefj.com.</p>"" ",,
5454396,Jewelry,569722,"""Daniel Wellington""@pl"," ""York Różowe złoto Zegarek męski 40mm""@pl 00 €""@pl ""Daniel Wellington York 40mm nur 139",,,
12241291,Jewelry,8311362,," ""Bvlgari B.Zero1 Watch BZ23WSGDL 12"" BZ23BSGCC 12.M | Dejaun Jewelers""","""<p> A finely crafted timepiece makes a brilliant statement of style. While most people think watches are simply a practical accessory, a fine timepiece can also showcase your style. At Dejaun Jewelers, we are pleased to offer vast selection of some of the worldâ€™s most beloved luxury watch brands, including Bvlgari. We are also proud to be an authorized Bvlgari retailer in Los Angeles. Bvlgari's exquisite timepieces are designed to last. This Ladies watch with model number BZ23WSGDL 12 is part of the ever popular B.Zero1 collection.</p>"" ",,
17431151,Jewelry,51507,," ""Raymond Weil Toccata Watch 5988-STP-97081"" ""Shop Raymond 5988-ST-00300 Watches | Costello Jewelry Company""","""<p> At Naperville’s premier jeweler we offer a comprehensive selection of luxury watches.We are honored to be a Raymond Weil retailer. As an authorized retailer, you can rest assured that every Raymond Weil watch we carry is 100% authentic and backed by a generous warranty.  Raymond Weil watches are built for comfort and they are known for their attention to detail. This 5988-STP-97081 Gold plated stainless steel, Stainless steel Ladies Raymond Weil watch features a Scratch resistant sapphire crystal for worry-free wear. Whether you are looking for a watch that is stylish and sophisticated or casual and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
15147938,Jewelry,372912,"""Daniel Wellington""@es"," ""Classy Sheffield Roségold Reloj para mujer 26mm""@es ""Daniel Wellington Classy 26mm nur 99 00 €""@es",,,
15680897,Jewelry,7986617,," ""Raymond Weil Tango Watch 8160-ST-00608"" ""Shop Raymond 8160-STP-00308 Watches | Costello Jewelry Company""","""<p> At Naperville’s favorite jeweler we offer a comprehensive selection of luxury watches.We are thrilled to be a Raymond Weil retailer. As an authorized retailer, you can rest assured that every Raymond Weil watch we carry is 100% authentic and backed by a generous warranty.  Raymond Weil watches are crafted for comfort and they are known for their luxurious details. This 8160-ST-00608 Hard metal Gents Raymond Weil watch features a Scratch resistant sapphire crystal for worry-free wear. Whether you are looking for a watch that is stylish and sophisticated or casual and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
1131815,Jewelry,378127,," ""Mens Casio Pro-Trek Alarm Chronograph Watch PRG-300-1A2ER""",,, Brand Casio Case Width 47 Case Depth 13 Model Name Pro-Trek MPN PRG-300-1A2ER EAN 4971850035176 Water Resistance 100 metres Gender Gents Case Material Plastic/Resin Movement Quartz Dial Colour LCD Strap Type Plastic/Resin Analogue/Digital Digital Case Shape Circle Strap colour Black Warranty 2 years Brand Casio Case Width 47 Case Depth 13 Model Name Pro-Trek MPN PRG-300-1A2ER EAN 4971850035176 Water Resistance 100 metres Gender Gents Case Material Plastic/Resin Movement Quartz Dial Colour LCD Strap Type Plastic/Resin Analogue/Digital Digital Case Shape Circle Strap colour Black Warranty 2 years
597957,Jewelry,105347,"""Daniel Wellington""@de"," ""Dapper York Rosegold 34 mm""@de 20 €""@de ""Daniel Wellington Dapper mm DW00100093 nur 127","""
					Artikel-Nr.: 1612 DW00100093
					
					Klassisch-moderne Damenarmbanduhr der Marke Daniel Wellington.
					

					Das Gehäuse ist aus massivem und hochwertigem Edelstahl hergestellt und verfügt über eine ""rosè-goldfarbene"" Beschichtung.
					

					Das elfenbein-weiße Zifferblatt ist mit einem Schriftzug der Marke Daniel Wellington versehen.
					

					Die Zeiger sind aus hochwertigem Edelstahl hergestellt und gebläut. Die Uhr hat ein edles und schlichtes Design.
					

					Die Uhr verfügt über eine Datumsanzeige, die sich über der 6-Uhr Position befindet.
					

					Das Zifferblatt ist durch ein robustes und widerstandsfähiges Mineralglas vor allen äußeren Einflüssen geschützt.
					

					Das Gehäuse hat einen Durchmesser von ca. 34 mm.
					

					Ein hochwertiges, sowie angenehmes, braunes Lederarmband gewährt Tragekomfort.
					

					100 Tage Niedrigpreisgarantie, bei uhrzeit.org kaufen Sie ohne Preisrisiko!
					

					Für unsere Waren bestehen die gesetzlichen Gewährleistungsrechte
						
				""@de ",,
1056178,Jewelry,492729,," ""Vintage LA670WEGB-1BEF Or/Noir - Casio""@fr-fr Casio LA670WEGB-1BEF""@fr-fr","""

							Rétro et tendance, cette montre pour femme de la collection Casio Vintage est une véritable icône des années 70-80. Elle arbore un petit boîtier couleur or, un cadran digital noir, ainsi qu’un bracelet noir en acier. C’est un garde-temps dédié aux nostalgiques et fashionistas idéal pour vous accompagner au travail et en soirée.

															
									(Description détaillée)
								
							
						""@fr-fr ",,
8261097,Jewelry,6012735,," ""IWC Ingenieur Watch IW380802"" ""Shop IWC IW381701 Watches | Northeastern Fine Jewelry""","""<p>This well crafted watch, model number IW380802 from IWC offers luxury and high tech functionality for watch enthusiasts and average wearers alike. This Gents timepiece only hints at the fine watchmaking within this timepiece. </p>

<p> 
This is the timepiece of insurmountable functionality and unparalleled style. A blue dial provides superior readability. Its automatic (self winding) movement has world-class mechanics that can stand the test of time. This watch includes central 60 second hand, chronograph, date complications. Its complications will amaze you because of this piece’s technical precision. The numbers on this timepiece are in index style, seamlessly fitting right in with the entire piece. The neat round case is 42 mm. The case is finely crafted of stainless steel, both attention grabbing and is crafted to last. The watch’s stainless steel band fits snugly and fashionably over your wrist. This watch's bezel features eye-catching stainless steel that speaks volumes. This bezel is one that will not be forgotten and will always be by your side. It encloses the scratch resistant sapphire crystal of the watch. It has a 492 ft (150 meter) water resistance. </p>

<p>Northeastern Fine Jewelry has a stunning selection of watches from the best watchmakers in the world. For more information, call 1-855-795-NEFJ or email at info@nefj.com.</p>"" ",,
2099628,Jewelry,565505,"""Citizen""@es"," ""Promaster Marine Hombre-Reloj de buceo""@es ""Citizen Promaster buceo nur 199 00 €""@es",,, Carcasa Diametro: 44 mm grosor: 12 mm Forma: Redondo Color de la carcasa: Negro cristal: Cristal mineral Material: Acero inoxidable
2393207,Jewelry,893402,"""American Standard""@en"," ""American Standard - R890""@en","""
American Standard R890 - Diverter & Personal Shower Rough Valve
This diverter and personal shower valve can accommodate numerous trim kits, including Colonyï¿½ Soft, Dazzleï¿½, Hamptonï¿½, Princetonï¿½ and Tropicï¿½. A handheld personal shower is invaluable for rinsing yourself, bathing kids and cleaning the bathtub.
""@en ",,
4629129,Jewelry,209584,"""Skagen""@es"," ""Reloj para hombre Hagen""@es ""Skagen Reloj Hagen SKW6216 nur 151 20 €""@es",,,
5861839,Jewelry,11480049,," ""Michele Serein Mid Watch MWW21B000015"" ""Shop Michele MWW21B000017 Watches | Costello Jewelry Company""","""<p> At Naperville’s favorite jeweler we offer a wide selection of precise timepieces.We are happy to be a Michele retailer. As an authorized retailer, you can be sure that every Michele watch we carry is 100% authentic and backed by a generous warranty.  Michele watches are built to endure and they are loved for their luxurious details. This MWW21B000015 18k yellow gold plated, Stainless steel Ladies Michele watch features a Scratch resistant sapphire crystal for worry-free wear. Whether you are looking for a watch that is stylish and sophisticated or casual and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
14380307,Jewelry,1121543,," ""Raymond Weil Maestro Watch 2238-ST-00659"" ""Shop Raymond 2237-ST-65001 Watches | Costello Jewelry Company""","""<p> At Naperville’s favorite jeweler we offer a wide selection of well-crafted watches.We are delighted to be a Raymond Weil retailer. As an authorized retailer, you can be sure that every Raymond Weil watch we carry is 100% authentic and backed by a generous warranty.  Raymond Weil watches are fashioned for comfort and they are loved for their attention to detail. Whether you are looking for a watch that is stylish and sophisticated or casual and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
12976547,Jewelry,1146389,," "" Unisex Gucci G-Timeless Watch YA1264018 ""Ladies Watches | Designer For Women The Hut""",,,
11785844,Jewelry,81358,," ""Suunto Core Watches""@en Watches | Sportsman's Warehouse""@en","""Suunto Core Watches - Essential outdoor functions in a light plastic case, elastomer strap.""@en ",,
6675190,Jewelry,14995829,," ""Carl F Bucherer ChronoDate Watch 00.10624.08.33.01"" ""Shop Carl 00.10624.08.13.01 Watches | Costello Jewelry Company""","""<p> At Costello Jewelry Company we offer a vast selection of fine watches.We are proud to be a Carl F Bucherer retailer. As an authorized retailer, you can be sure that every Carl F Bucherer watch we carry is 100% authentic and backed by a generous warranty.  Carl F Bucherer watches are crafted for comfort and they are known for their attention to detail. This 00.10624.08.33.01 Calfskin Gents Carl F Bucherer watch features a With anti-reflective coating, Scratch resistant sapphire crystal for worry-free wear. Whether you are looking for a watch that is stylish and sophisticated or casual and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
11633002,Jewelry,7986617,," ""Raymond Weil Tango Watch 8160-ST-00608"" ""Shop Raymond 8160-ST-00608 Watches | Costello Jewelry Company""","""Null"" ",,
10496597,Jewelry,4831047,"""IWC"""," ""IWC Aquatimer IW353804"" IW353804 Watch | Watchfinder & Co.""","""This IWC has undergone a thorough inspection of accuracy, functionality and condition at our IWC certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity."" ",," Age 9 years (2007) Box No Papers Yes Watchfinder warranty 12 months* This watch is covered by our comprehensive 12 month warranty, giving you a full year of peace of mind. Delivery Free Returns policy 14 days* If you receive your watch in the post and don't like it, you have fourteen days from receipt to return it for a full refund. Product code 63688 Gender mens Movement Automatic Case size 42 MM Case material Titanium Bracelet material Rubber - Black Dial type Black Baton Water resistance 2000 metres"
15013746,Jewelry,1002385,," "" Ladies Accurist Watch LB1791 ""Ladies Sale Watches""",,,
11113713,Jewelry,15633644,"""Cartier"""," ""Cartier Pasha W31088U2"" W31088U2 Watch | Watchfinder & Co.""","""This Cartier has undergone a thorough inspection of accuracy, functionality and condition at our Cartier certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity."" ",,
1449558,Jewelry,163570,," ""Herren Seiko solar betrieben Uhr SNE329P9""@de",,,
1283845,Jewelry,9972822,," ""Chopard Happy Sport Mini Watch 278509-6003"" 278509-3007 | Dejaun Jewelers""","""<p> A luxury timepiece makes a brilliant statement of style. While most people think watches are simply a practical device, a fine timepiece can also showcase your style. At Dejaun Jewelers, we are delighted to offer comprehensive selection of some of the worldâ€™s most beloved luxury watch brands, including Chopard. We are also proud to be an authorized Chopard retailer in Los Angeles. Chopard's extraordinary timepieces are designed to endure. This Ladies watch with model number 278509-6003 is part of the unique Happy Sport Mini collection. The water resistance of this watch is 100 ft (30 meter).</p>"" ",,
4293512,Jewelry,628709,"""
											Valentino
									""@en"," "" Valentino RED Blue Knit Fabric Bow Sleeveless Dress Size S ""@en ""RED - Yoogi's Closet""@en","""
        This super cute and feminine dress from the RED Valentino collection is one that will remain in your closet for years. The lovely blue dress features a subtle ruffle collar and lady-like bow at the waist. This is an simple and chic dress, perfect for special occasions.    
    					    
		    
		        The dress is clean and beautiful with the original tag still attached. The seam is coming loose on one side (refer to photo) but can be fixed. Overall it is in great condition.		    
		    	
    
    ""@en ",," Shipping Method Estimated Transit Time Fee per Order Standard (UPS Ground) 1-5 Business Days FREE Expedited (UPS 2 Day: Delivery on Monday - Friday) 2 Business Days  $24.95 APO/FPO, Alaska, and Hawaii (USPS Priority Insured) 6-10 Business Days FREE Canada (USPS Priority Insured) 6-10 Business Days* $19.95 Canada (USPS Express Insured) 3-5 Business Days* $29.95 International (USPS Priority Insured) 6-10 Business Days* $29.95 International (USPS Express Insured) 3-5 Business Days* $39.95"
17017603,Jewelry,14700426,," ""Cartier Ronde Croisière De Cartier Watch WSRN0002"" ""Shop W2RN0007 Watches | Northeastern Fine Jewelry""","""<p>This exceptional watch, model number WSRN0002 from Cartier offers style and first-rate functionality for the modern watch user. This Gents timepiece adopts a distinctive design as well as classic watchmaking details. </p>

<p> 
This is a watch of insurmountable functionality and distinct style. A silver dial comes complete with intricate hour and minute markings that you’ll love. Its automatic (self winding) movement has unrivaled high-precision. This watch includes central 60 second hand, chronograph complications. Its complications are representative of this jeweler’s unique expertise of watches that take advantage of all of the space in the dial. The numbers on this timepiece are in roman numeral style, seamlessly fitting right in with the entire piece. The clean round case is 43 mm. The case is expertly crafted of stainless steel, both aesthetically pleasing and is crafted to last. The watch’s alligator band was designed to be worn all day and still be comfortable to wear. This bezel is one that will not be forgotten and will always be found on your wrist. </p>

<p>Northeastern Fine Jewelry has a stunning selection of watches from the best watchmakers in the world. For more information, call 1-855-795-NEFJ or email at info@nefj.com.</p>"" ",,
9393633,Jewelry,12675017,," ""Bvlgari Bvlgari Watch BBL262TBSS 12.M"" BBL33WSDS 12 | Dejaun Jewelers""","""<p> A fine watch makes a magnificent statement of style. While most people think watches are simply a practical tool, a fine timepiece can also add elegance to your look. At Dejaun Jewelers, we are thrilled to offer vast selection of some of the worldâ€™s finest luxury watch brands, including Bvlgari. We are also honored to be an authorized Bvlgari retailer in Los Angeles. Bvlgari's unique timepieces are built to endure. This Ladies watch with model number BBL262TBSS 12.M is part of the stunning Bvlgari collection. It features a precise Quartz (battery) movement, Stainless steel band, and a Stainless steel bezel.</p>"" ",,
1582923,Jewelry,97406,"""Fossil""@de"," ""Georgia Damenuhr""@de ""Fossil Georgia Damenuhr ES3745 nur 129 00 €""@de","""
					Artikel-Nr.: 1320 ES3745
					
					Elegant-moderne Damenuhr aus dem Hause Fossil.
					

					Das Gehäuse ist aus hochwertigem, massivem Edelstahl hergestellt und hat eine rosé-goldfarbene Oberfläche.
					

					Auf dem silberfarbenen Zifferblatt befindet sich ein Fossil Logo.
					

					Die Zeiger und IndizesIndizes ist das deutsche Wort für das lateinische Index. Spricht man von Indizes, dann sind die Zahlen die die Zeit anzeigen (bei vielen Uhren z.B. arabische Zahlen: 3, 6, 9, 12, aber auch z.B. römische Zahlen: III, VI, IX, XII) oder stattdessen die Platzhalter dafür gemeint. Platzhalter können je nach Gestaltung der Uhr die Unterschiedlichsten Formen haben. Uhrenindexe werden oft nicht nur aufgemalt sondern auch aufgesetzt – bei exklusiven Uhren auch veredelt (mit z.B. Gold, Rosegold, Silber, Chrom). Noch Fragen? Hier geht es zum Uhren-Lexikon sind ebenfalls aus Edelstahl hergestellt und rosé-goldfarben beschichtet.
					

					Ein Mineralglas schützt das Zifferblatt vor äußeren Einflüssen.
					

					Das Gehäuse hat einen Durchmesser von ca. 26 mm und eine Höhe von ca. 8 mm.
					

					Ein hellbraunes, schmales Lederarmband gewährt einen angenehmen Tragekomfort.
					

					Das Band wird mit einer DornschließeEine Dornschließe beschreibt die Verschlussart einer Uhr.  In dem längeren Armbandteil werden löcher gestanzt. Auf der anderen Seite befindet sich die Dornschließe, welche aus einem Dorn und einem Metallbügel in U-Form, diese verhindert, dass der Dorn aus dem Loch rutscht.
Dornschließen sind an diversen Materialien zu finden und erstrecken sich in alle Preisklasse. Häufig findet man Dornschließen bei Lederarmbändern oder Textilarmbändern.

 Noch Fragen? Hier geht es zum Uhren-Lexikon verschlossen.
					

					100 Tage Niedrigpreisgarantie, bei uhrzeit.org kaufen Sie ohne Preisrisiko!
					

					Für unsere Waren bestehen die gesetzlichen Gewährleistungsrechte
						
				""@de ",,
10933497,Jewelry,1032226,," ""Herren Tissot PRS200 Chronograf Uhr T0674172203101""@de",,,
11614760,Jewelry,7101,," ""Raymond Weil Toccata Watch 5988-P-97081"" ""Shop Raymond 5988-ST-97081 Watches | Costello Jewelry Company""","""<p> At Costello Jewelry Company in Naperville, IL we offer a wide selection of well-crafted watches.We are happy to be a Raymond Weil retailer. As an authorized retailer, you can be sure that every Raymond Weil watch we carry is 100% authentic and backed by a generous warranty.  Raymond Weil watches are crafted to last and they are loved for their luxurious details. This 5988-P-97081 Gold plated stainless steel Ladies Raymond Weil watch features a Scratch resistant sapphire crystal for worry-free wear. Whether you are looking for a watch that is stylish and sophisticated or casual and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
